cve_id,base_severity,base_score,exploitability_score,impact_score,epss_score,epss_perc,cisa_kev,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,published_date
CVE-2019-1272,HIGH,7.8,1.8,5.9,0.00372,0.58104,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-09-11T22:15Z
CVE-2019-12720,HIGH,7.5,3.9,3.6,0.00325,0.54833,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2019-11-12T19:15Z
CVE-2019-12723,CRITICAL,9.8,3.9,5.9,0.01256,0.78517,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-10T13:15Z
CVE-2019-12724,MEDIUM,6.1,2.8,2.7,0.00307,0.53358,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-07-10T14:15Z
CVE-2019-12725,CRITICAL,9.8,3.9,5.9,0.94092,0.99896,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-19T23:15Z
CVE-2019-12727,HIGH,7.5,3.9,3.6,0.00296,0.52463,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2019-06-04T13:29Z
CVE-2019-12728,HIGH,8.1,2.2,5.9,0.00151,0.36309,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-04T13:29Z
CVE-2019-1273,MEDIUM,5.4,2.3,2.7,0.00718,0.71493,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2019-09-11T22:15Z
CVE-2019-12730,CRITICAL,9.8,3.9,5.9,0.01704,0.8152,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-04T14:29Z
CVE-2019-12731,HIGH,7.8,1.8,5.9,0.00035,0.08357,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-12T17:15Z
CVE-2019-12732,MEDIUM,4.7,1.6,2.7,0.00294,0.52299,False,NETWORK,HIGH,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-06-06T15:29Z
CVE-2019-12733,HIGH,8.8,2.8,5.9,0.14881,0.94253,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-12-06T17:15Z
CVE-2019-12734,HIGH,8.8,2.8,5.9,0.0048,0.6408,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-12-06T17:15Z
CVE-2019-12735,HIGH,8.6,1.8,6.0,0.56629,0.98026,False,LOCAL,LOW,NONE,REQUIRED,CHANGED,HIGH,HIGH,HIGH,2019-06-05T14:29Z
CVE-2019-12736,CRITICAL,9.8,3.9,5.9,0.00027,0.05652,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-10-02T19:15Z
CVE-2019-12737,MEDIUM,5.3,3.9,1.4,2e-05,0.00042,False,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2019-10-02T19:15Z
CVE-2019-12739,HIGH,8.8,2.8,5.9,0.01483,0.80197,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-05T14:29Z
CVE-2019-1274,MEDIUM,5.5,1.8,3.6,0.0059,0.68183,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2019-09-11T22:15Z
CVE-2019-12741,MEDIUM,6.1,2.8,2.7,0.00419,0.61023,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-06-05T15:29Z
CVE-2019-12742,HIGH,8.8,2.8,5.9,0.00299,0.52724,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-05T16:29Z
CVE-2019-12743,MEDIUM,5.3,3.9,1.4,0.00244,0.476,False,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2019-07-29T16:15Z
CVE-2019-12744,HIGH,7.5,1.6,5.9,0.32018,0.9666,False,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-20T17:15Z
CVE-2019-12745,MEDIUM,5.4,2.3,2.7,0.00329,0.55111,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2019-06-20T17:15Z
CVE-2019-12746,MEDIUM,6.5,2.8,3.6,0.00733,0.7178,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2019-08-21T14:15Z
CVE-2019-12747,HIGH,8.8,2.8,5.9,0.01641,0.81169,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-09T15:15Z
CVE-2019-12748,MEDIUM,6.1,2.8,2.7,0.00359,0.57332,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-07-09T15:15Z
CVE-2019-12749,HIGH,7.1,1.8,5.2,0.00037,0.09398,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,2019-06-11T17:29Z
CVE-2019-12750,HIGH,7.8,1.8,5.9,0.00777,0.72648,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-31T18:15Z
CVE-2019-12751,CRITICAL,9.8,3.9,5.9,0.00757,0.72257,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-11T21:15Z
CVE-2019-12752,MEDIUM,6.1,0.9,5.2,0.00103,0.28862,False,ADJACENT_NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,HIGH,HIGH,2019-11-01T16:15Z
CVE-2019-12753,MEDIUM,4.9,1.2,3.6,0.0035,0.56735,False,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,2019-08-30T09:15Z
CVE-2019-12754,MEDIUM,4.8,1.7,2.7,0.00654,0.6995,False,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,2019-08-30T09:15Z
CVE-2019-12755,MEDIUM,5.5,1.8,3.6,0.00075,0.22957,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2019-09-17T16:15Z
CVE-2019-12756,LOW,2.3,0.8,1.4,0.00066,0.20698,False,LOCAL,LOW,HIGH,NONE,UNCHANGED,NONE,LOW,NONE,2019-11-15T17:15Z
CVE-2019-12757,HIGH,7.8,1.8,5.9,0.00072,0.22275,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-11-15T18:15Z
CVE-2019-12758,MEDIUM,6.7,0.8,5.9,0.00079,0.24105,False,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-11-15T18:15Z
CVE-2019-12759,HIGH,7.8,1.8,5.9,0.00055,0.16939,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-11-15T18:15Z
CVE-2019-12760,HIGH,7.5,1.6,5.9,0.00665,0.70259,False,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-06T19:29Z
CVE-2019-12761,HIGH,7.5,1.6,5.9,0.00336,0.55712,False,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-06-06T19:29Z
CVE-2019-12762,MEDIUM,4.2,0.5,3.6,0.00023,0.04203,False,PHYSICAL,HIGH,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,2019-06-06T20:29Z
CVE-2019-12763,HIGH,7.5,3.9,3.6,0.00316,0.54064,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2019-06-07T12:29Z
CVE-2019-12764,MEDIUM,6.5,2.8,3.6,7e-05,0.00304,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,2019-06-11T19:29Z
CVE-2019-12765,CRITICAL,9.8,3.9,5.9,0.02036,0.83058,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-11T19:29Z
CVE-2019-12766,MEDIUM,6.1,2.8,2.7,0.00065,0.20399,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-06-11T19:29Z
CVE-2019-12767,CRITICAL,9.8,3.9,5.9,0.00941,0.75261,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2020-03-21T01:15Z
CVE-2019-12768,CRITICAL,9.8,3.9,5.9,0.00227,0.45372,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2020-12-30T20:15Z
CVE-2019-12769,HIGH,8.8,2.8,5.9,0.00627,0.69254,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2020-03-18T19:15Z
CVE-2019-1277,HIGH,7.8,1.8,5.9,0.00278,0.50841,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-09-11T22:15Z
CVE-2019-12771,CRITICAL,9.8,3.9,5.9,0.13082,0.93819,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-07T14:29Z
CVE-2019-12773,MEDIUM,6.1,2.8,2.7,0.00234,0.46136,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2020-07-14T20:15Z
CVE-2019-12774,MEDIUM,6.1,2.8,2.7,0.00489,0.64492,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-06-07T16:29Z
CVE-2019-12775,HIGH,8.8,2.8,5.9,0.00878,0.74356,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-07T16:29Z
CVE-2019-12776,CRITICAL,9.8,3.9,5.9,0.01044,0.76529,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-07T16:29Z
CVE-2019-12777,HIGH,7.8,1.8,5.9,0.0003,0.0664,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-07T16:29Z
CVE-2019-12779,HIGH,7.1,1.8,5.2,0.00032,0.07371,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,2019-06-07T20:29Z
CVE-2019-1278,HIGH,7.8,1.8,5.9,0.00399,0.59811,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-09-11T22:15Z
CVE-2019-12780,CRITICAL,9.8,3.9,5.9,0.39371,0.9718,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-10T16:29Z
CVE-2019-12781,MEDIUM,5.3,3.9,1.4,0.02044,0.8309,False,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2019-07-01T14:15Z
CVE-2019-12782,HIGH,8.1,2.8,5.2,0.00353,0.56902,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,2019-07-09T16:15Z
CVE-2019-12783,MEDIUM,6.1,2.8,2.7,0.00195,0.41599,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2020-07-14T20:15Z
CVE-2019-12784,HIGH,8.8,2.8,5.9,0.00174,0.39141,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2020-07-14T20:15Z
CVE-2019-12786,HIGH,8.8,2.8,5.9,0.02838,0.85645,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-10T18:29Z
CVE-2019-12787,HIGH,8.8,2.8,5.9,0.02838,0.85645,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-10T18:29Z
CVE-2019-12788,HIGH,7.8,1.8,5.9,0.0352,0.87171,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-06-10T19:29Z
CVE-2019-12789,MEDIUM,6.8,0.9,5.9,0.00139,0.34585,False,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-17T17:15Z
CVE-2019-12790,HIGH,7.8,1.8,5.9,0.0049,0.64529,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-06-10T19:29Z
CVE-2019-12791,HIGH,8.8,2.8,5.9,0.06102,0.90399,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-08-15T21:15Z
CVE-2019-12792,HIGH,8.8,2.8,5.9,0.08652,0.9205,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-08-15T21:15Z
CVE-2019-12794,MEDIUM,6.6,0.7,5.9,0.00359,0.57275,False,NETWORK,HIGH,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-11T17:29Z
CVE-2019-12795,HIGH,7.8,1.8,5.9,0.00085,0.25544,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-11T22:29Z
CVE-2019-12797,CRITICAL,9.8,3.9,5.9,0.0035,0.56739,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-31T19:15Z
CVE-2019-12798,CRITICAL,9.8,3.9,5.9,0.00433,0.61913,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-13T17:29Z
CVE-2019-12799,HIGH,8.8,2.8,5.9,0.30019,0.96478,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-13T20:29Z
CVE-2019-1280,HIGH,7.8,1.8,5.9,0.19713,0.95193,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-09-11T22:15Z
CVE-2019-12801,MEDIUM,6.1,2.8,2.7,0.00508,0.65249,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-06-17T18:15Z
CVE-2019-12802,HIGH,7.8,1.8,5.9,0.00469,0.63542,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-06-13T21:29Z
CVE-2019-12803,CRITICAL,9.8,3.9,5.9,0.00357,0.57197,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-10T20:15Z
CVE-2019-12804,MEDIUM,5.5,1.8,3.6,0.00096,0.27546,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,HIGH,NONE,2019-07-10T20:15Z
CVE-2019-12805,HIGH,8.8,2.8,5.9,0.02413,0.84452,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-08-09T17:15Z
CVE-2019-12806,HIGH,8.8,2.8,5.9,0.04054,0.88062,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-08-13T20:15Z
CVE-2019-12807,HIGH,7.8,1.8,5.9,0.0088,0.74387,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-08-13T20:15Z
CVE-2019-12808,HIGH,7.8,1.8,5.9,0.00058,0.18035,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-08-13T20:15Z
CVE-2019-12809,HIGH,8.8,2.8,5.9,0.00382,0.58754,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-08-15T19:15Z
CVE-2019-12810,HIGH,7.8,1.8,5.9,0.00341,0.56063,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-08-30T17:15Z
CVE-2019-12811,CRITICAL,9.8,3.9,5.9,0.01044,0.76528,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-10-07T15:15Z
CVE-2019-12812,CRITICAL,9.8,3.9,5.9,0.01467,0.80081,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-10-07T15:15Z
CVE-2019-12813,MEDIUM,5.9,2.2,3.6,0.00176,0.39357,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2019-06-13T23:29Z
CVE-2019-12814,MEDIUM,5.9,2.2,3.6,0.19277,0.95115,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2019-06-19T14:15Z
CVE-2019-12815,CRITICAL,9.8,3.9,5.9,0.81815,0.99146,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-19T23:15Z
CVE-2019-12816,HIGH,8.8,2.8,5.9,0.02851,0.85678,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-15T16:29Z
CVE-2019-12817,HIGH,7.0,1.0,5.9,0.00067,0.20949,False,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-25T12:15Z
CVE-2019-12818,HIGH,7.5,3.9,3.6,0.05643,0.89983,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2019-06-14T02:29Z
CVE-2019-12819,MEDIUM,5.5,1.8,3.6,0.00076,0.23384,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2019-06-14T02:29Z
CVE-2019-1282,MEDIUM,5.5,1.8,3.6,0.00573,0.67656,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2019-09-11T22:15Z
CVE-2019-12820,MEDIUM,5.6,2.2,3.4,0.00166,0.3821,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,LOW,2019-07-19T18:15Z
CVE-2019-12821,MEDIUM,4.8,2.2,2.5,0.00389,0.5911,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,LOW,LOW,2019-07-19T18:15Z
CVE-2019-12822,HIGH,7.5,3.9,3.6,0.00703,0.71097,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2019-06-14T14:29Z
CVE-2019-12823,MEDIUM,6.1,2.8,2.7,0.00212,0.438,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-06-18T13:15Z
CVE-2019-12825,MEDIUM,4.3,2.8,1.4,0.00057,0.17545,False,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2020-02-17T14:15Z
CVE-2019-12826,HIGH,8.8,2.8,5.9,0.00313,0.53878,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-07-01T18:15Z
CVE-2019-12827,MEDIUM,6.5,2.8,3.6,0.19587,0.95173,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2019-07-12T20:15Z
CVE-2019-12828,HIGH,8.8,2.8,5.9,0.17122,0.94719,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-06-14T20:29Z
CVE-2019-12829,HIGH,7.5,3.9,3.6,0.00927,0.75078,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2019-06-15T17:29Z
CVE-2019-1283,MEDIUM,5.5,1.8,3.6,0.00576,0.67737,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2019-09-11T22:15Z
CVE-2019-12830,HIGH,8.7,2.3,5.8,0.00437,0.62091,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,HIGH,HIGH,NONE,2019-06-15T18:29Z
CVE-2019-12831,HIGH,7.2,1.2,5.9,0.00549,0.66906,False,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-15T18:29Z
CVE-2019-12834,MEDIUM,6.1,2.8,2.7,0.00227,0.45398,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-07-16T18:15Z
CVE-2019-12835,CRITICAL,9.8,3.9,5.9,0.00363,0.57574,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-15T19:29Z
CVE-2019-12836,HIGH,8.8,2.8,5.9,0.06889,0.90981,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-06-21T15:15Z
CVE-2019-12837,MEDIUM,4.3,2.8,1.4,0.00216,0.44203,False,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2019-12-31T17:15Z
CVE-2019-12838,CRITICAL,9.8,3.9,5.9,0.04573,0.88769,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-11T13:15Z
CVE-2019-12839,HIGH,8.8,2.8,5.9,0.02226,0.83819,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-15T20:29Z
CVE-2019-1284,HIGH,7.8,1.8,5.9,0.00274,0.50458,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-09-11T22:15Z
CVE-2019-12840,HIGH,8.8,2.8,5.9,0.8826,0.99461,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-15T20:29Z
CVE-2019-12841,HIGH,7.5,3.9,3.6,3e-05,0.00112,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,2019-07-03T20:15Z
CVE-2019-12842,MEDIUM,6.1,2.8,2.7,6e-05,0.00249,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-07-03T20:15Z
CVE-2019-12843,MEDIUM,6.1,2.8,2.7,4e-05,0.00164,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-07-03T20:15Z
CVE-2019-12844,MEDIUM,6.1,2.8,2.7,4e-05,0.00164,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2019-07-03T20:15Z
CVE-2019-12845,MEDIUM,5.3,3.9,1.4,3e-05,0.0008,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,2019-07-03T20:15Z
CVE-2019-12846,MEDIUM,4.3,2.8,1.4,2e-05,0.00065,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,2019-07-03T20:15Z
CVE-2019-12847,HIGH,7.2,1.2,5.9,3e-05,0.00106,False,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-03T19:15Z
CVE-2019-1285,HIGH,7.8,1.8,5.9,0.00274,0.50458,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-09-11T22:15Z
CVE-2019-12850,CRITICAL,9.8,3.9,5.9,6e-05,0.00234,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-03T19:15Z
CVE-2019-12851,HIGH,8.8,2.8,5.9,2e-05,0.00053,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-07-03T19:15Z
CVE-2019-12852,CRITICAL,9.8,3.9,5.9,4e-05,0.00169,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-03T20:15Z
CVE-2019-12854,HIGH,7.5,3.9,3.6,0.60533,0.9821,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2019-08-15T17:15Z
CVE-2019-12855,HIGH,7.4,2.2,5.2,0.00514,0.65521,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,2019-06-16T12:29Z
CVE-2019-1286,MEDIUM,6.5,2.8,3.6,0.16,0.94493,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2019-09-11T22:15Z
CVE-2019-12863,MEDIUM,4.8,1.7,2.7,0.01855,0.82255,False,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,2020-02-25T17:15Z
CVE-2019-12864,MEDIUM,5.5,1.8,3.6,0.00223,0.44943,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2020-05-04T14:15Z
CVE-2019-12865,MEDIUM,5.5,1.8,3.6,0.00262,0.49279,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,NONE,HIGH,2019-06-17T23:15Z
CVE-2019-12866,CRITICAL,9.8,3.9,5.9,4e-05,0.00169,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-03T19:15Z
CVE-2019-12867,CRITICAL,9.8,3.9,5.9,5e-05,0.00203,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-07-03T19:15Z
CVE-2019-12868,HIGH,7.2,1.2,5.9,0.02063,0.83155,False,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-18T00:15Z
CVE-2019-12869,HIGH,8.8,2.8,5.9,0.01728,0.81649,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-06-24T16:15Z
CVE-2019-1287,HIGH,7.8,1.8,5.9,0.00278,0.50841,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-09-11T22:15Z
CVE-2019-12870,HIGH,8.8,2.8,5.9,0.01728,0.81649,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-06-24T16:15Z
CVE-2019-12871,HIGH,8.8,2.8,5.9,0.02021,0.82996,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-06-24T15:15Z
CVE-2019-12872,HIGH,7.2,1.2,5.9,0.00328,0.55093,False,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-18T14:15Z
CVE-2019-12874,CRITICAL,9.8,3.9,5.9,0.02534,0.84827,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-18T18:15Z
CVE-2019-12875,MEDIUM,6.5,2.8,3.6,0.00283,0.51305,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,2019-06-18T19:15Z
CVE-2019-12876,HIGH,7.3,1.3,5.9,0.00105,0.29222,False,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2019-07-17T20:15Z
CVE-2019-12880,MEDIUM,4.3,2.8,1.4,0.00247,0.47825,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2019-06-24T19:15Z
CVE-2019-12881,HIGH,7.8,1.8,5.9,0.00566,0.67452,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-18T23:15Z
CVE-2019-12887,HIGH,8.1,2.2,5.9,0.0035,0.56739,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-27T14:15Z
CVE-2019-12889,HIGH,7.0,1.0,5.9,0.00259,0.49006,False,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-08-20T12:15Z
CVE-2019-1289,MEDIUM,5.5,1.8,3.6,0.00212,0.43789,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,2019-09-11T22:15Z
CVE-2019-12890,CRITICAL,9.8,3.9,5.9,0.52916,0.97851,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2019-06-19T18:15Z
