server_id,cve_id,severity,epss,software,version
Srv_DEV_049,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_UAT_049,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_PROD_049,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_DEV_049,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_UAT_049,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_PROD_049,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_DEV_050,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_UAT_050,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_PROD_050,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_DEV_051,CVE-2020-1240,HIGH,0.32735,microsoft:365_apps,
Srv_UAT_051,CVE-2020-1240,HIGH,0.32735,microsoft:365_apps,
Srv_PROD_051,CVE-2020-1240,HIGH,0.32735,microsoft:365_apps,
Srv_DEV_051,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_UAT_051,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_PROD_051,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_DEV_052,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_UAT_052,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_PROD_052,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_DEV_052,CVE-2022-41076,HIGH,0.37991,microsoft:powershell,1607
Srv_UAT_052,CVE-2022-41076,HIGH,0.37991,microsoft:powershell,1607
Srv_PROD_052,CVE-2022-41076,HIGH,0.37991,microsoft:powershell,1607
Srv_DEV_052,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_UAT_052,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_PROD_052,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_DEV_053,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_UAT_053,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_PROD_053,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_DEV_054,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_054,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_054,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_055,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_UAT_055,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_PROD_055,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_DEV_055,CVE-2020-6339,MEDIUM,0.00373,sap:3d_visual_enterprise_viewer,9
Srv_UAT_055,CVE-2020-6339,MEDIUM,0.00373,sap:3d_visual_enterprise_viewer,9
Srv_PROD_055,CVE-2020-6339,MEDIUM,0.00373,sap:3d_visual_enterprise_viewer,9
Srv_DEV_056,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_056,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_056,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_057,CVE-2022-34258,MEDIUM,0.41128,adobe:commerce,2.3.0
Srv_UAT_057,CVE-2022-34258,MEDIUM,0.41128,adobe:commerce,2.3.0
Srv_PROD_057,CVE-2022-34258,MEDIUM,0.41128,adobe:commerce,2.3.0
Srv_DEV_057,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_UAT_057,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_PROD_057,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_DEV_058,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_UAT_058,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_PROD_058,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_DEV_058,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_UAT_058,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_PROD_058,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_DEV_058,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_UAT_058,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_PROD_058,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_DEV_059,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_UAT_059,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_PROD_059,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_DEV_059,CVE-2022-44574,HIGH,0.49696,ivanti:avalanche,6.4.0
Srv_UAT_059,CVE-2022-44574,HIGH,0.49696,ivanti:avalanche,6.4.0
Srv_PROD_059,CVE-2022-44574,HIGH,0.49696,ivanti:avalanche,6.4.0
Srv_DEV_059,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_UAT_059,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_PROD_059,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_DEV_060,CVE-2022-34258,MEDIUM,0.41128,adobe:commerce,2.3.0
Srv_UAT_060,CVE-2022-34258,MEDIUM,0.41128,adobe:commerce,2.3.0
Srv_PROD_060,CVE-2022-34258,MEDIUM,0.41128,adobe:commerce,2.3.0
Srv_DEV_060,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_UAT_060,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_PROD_060,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_DEV_061,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_UAT_061,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_PROD_061,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_DEV_061,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_UAT_061,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_PROD_061,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_DEV_062,CVE-2020-1240,HIGH,0.32735,microsoft:365_apps,
Srv_UAT_062,CVE-2020-1240,HIGH,0.32735,microsoft:365_apps,
Srv_PROD_062,CVE-2020-1240,HIGH,0.32735,microsoft:365_apps,
Srv_DEV_062,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_UAT_062,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_PROD_062,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_DEV_063,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_UAT_063,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_PROD_063,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_DEV_064,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_UAT_064,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_PROD_064,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_DEV_064,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_UAT_064,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_PROD_064,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_DEV_065,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_UAT_065,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_PROD_065,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_DEV_065,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_UAT_065,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_PROD_065,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_DEV_065,CVE-2020-6339,MEDIUM,0.00373,sap:3d_visual_enterprise_viewer,9
Srv_UAT_065,CVE-2020-6339,MEDIUM,0.00373,sap:3d_visual_enterprise_viewer,9
Srv_PROD_065,CVE-2020-6339,MEDIUM,0.00373,sap:3d_visual_enterprise_viewer,9
Srv_DEV_066,CVE-2022-44574,HIGH,0.49696,ivanti:avalanche,6.4.0
Srv_UAT_066,CVE-2022-44574,HIGH,0.49696,ivanti:avalanche,6.4.0
Srv_PROD_066,CVE-2022-44574,HIGH,0.49696,ivanti:avalanche,6.4.0
Srv_DEV_067,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_067,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_067,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_067,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_UAT_067,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_PROD_067,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_DEV_067,CVE-2022-44574,HIGH,0.49696,ivanti:avalanche,6.4.0
Srv_UAT_067,CVE-2022-44574,HIGH,0.49696,ivanti:avalanche,6.4.0
Srv_PROD_067,CVE-2022-44574,HIGH,0.49696,ivanti:avalanche,6.4.0
Srv_DEV_068,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_UAT_068,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_PROD_068,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_DEV_069,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_UAT_069,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_PROD_069,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_DEV_070,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_UAT_070,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_PROD_070,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_DEV_070,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_070,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_070,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_070,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_UAT_070,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_PROD_070,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_DEV_071,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_UAT_071,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_PROD_071,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_DEV_071,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_071,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_071,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_071,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_UAT_071,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_PROD_071,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_DEV_072,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_UAT_072,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_PROD_072,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_DEV_073,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_UAT_073,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_PROD_073,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_DEV_074,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_UAT_074,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_PROD_074,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_DEV_075,CVE-2022-34258,MEDIUM,0.41128,adobe:commerce,2.3.0
Srv_UAT_075,CVE-2022-34258,MEDIUM,0.41128,adobe:commerce,2.3.0
Srv_PROD_075,CVE-2022-34258,MEDIUM,0.41128,adobe:commerce,2.3.0
Srv_DEV_075,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_UAT_075,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_PROD_075,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_DEV_076,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_UAT_076,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_PROD_076,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_DEV_076,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_076,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_076,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_077,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_UAT_077,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_PROD_077,CVE-2022-27196,MEDIUM,0.19967,jenkins:favorite,2.4.1
Srv_DEV_077,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_UAT_077,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_PROD_077,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_DEV_078,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_UAT_078,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_PROD_078,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_DEV_078,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_078,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_078,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_079,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_UAT_079,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_PROD_079,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_DEV_079,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_UAT_079,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_PROD_079,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_DEV_079,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_UAT_079,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_PROD_079,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_DEV_080,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_UAT_080,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_PROD_080,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_DEV_080,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_UAT_080,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_PROD_080,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_DEV_080,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_UAT_080,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_PROD_080,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_DEV_081,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_UAT_081,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_PROD_081,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_DEV_081,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_UAT_081,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_PROD_081,CVE-2021-42132,HIGH,0.51662,ivanti:avalanche,6.3.3
Srv_DEV_082,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_UAT_082,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_PROD_082,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_DEV_082,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_UAT_082,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_PROD_082,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_DEV_083,CVE-2022-41076,HIGH,0.37991,microsoft:powershell,1607
Srv_UAT_083,CVE-2022-41076,HIGH,0.37991,microsoft:powershell,1607
Srv_PROD_083,CVE-2022-41076,HIGH,0.37991,microsoft:powershell,1607
Srv_DEV_083,CVE-2020-6339,MEDIUM,0.00373,sap:3d_visual_enterprise_viewer,9
Srv_UAT_083,CVE-2020-6339,MEDIUM,0.00373,sap:3d_visual_enterprise_viewer,9
Srv_PROD_083,CVE-2020-6339,MEDIUM,0.00373,sap:3d_visual_enterprise_viewer,9
Srv_DEV_084,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_UAT_084,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_PROD_084,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_DEV_085,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_UAT_085,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_PROD_085,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_DEV_085,CVE-2022-41076,HIGH,0.37991,microsoft:powershell,1607
Srv_UAT_085,CVE-2022-41076,HIGH,0.37991,microsoft:powershell,1607
Srv_PROD_085,CVE-2022-41076,HIGH,0.37991,microsoft:powershell,1607
Srv_DEV_085,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_UAT_085,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_PROD_085,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_DEV_086,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_UAT_086,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_PROD_086,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_DEV_086,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_UAT_086,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_PROD_086,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_DEV_087,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_UAT_087,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_PROD_087,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_DEV_087,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_UAT_087,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_PROD_087,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_DEV_088,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_UAT_088,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_PROD_088,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_DEV_088,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_UAT_088,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_PROD_088,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_DEV_088,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_UAT_088,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_PROD_088,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_DEV_089,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_UAT_089,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_PROD_089,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_DEV_089,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_UAT_089,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_PROD_089,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_DEV_089,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_UAT_089,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_PROD_089,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_DEV_090,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_UAT_090,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_PROD_090,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_DEV_090,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_UAT_090,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_PROD_090,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_DEV_090,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_UAT_090,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_PROD_090,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_DEV_091,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_UAT_091,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_PROD_091,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_DEV_091,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_091,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_091,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_092,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_UAT_092,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_PROD_092,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_DEV_092,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_UAT_092,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_PROD_092,CVE-2014-5007,CRITICAL,0.51612,zohocorp:manageengine_desktop_central,7.0
Srv_DEV_093,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_UAT_093,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_PROD_093,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_DEV_093,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_093,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_093,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_093,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_UAT_093,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_PROD_093,CVE-2020-0929,HIGH,0.20663,microsoft:sharepoint_enterprise_server,2010
Srv_DEV_094,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_UAT_094,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_PROD_094,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_DEV_094,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_UAT_094,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_PROD_094,CVE-2022-38108,HIGH,0.8543,solarwinds:orion_platform,2020.2.6
Srv_DEV_094,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_UAT_094,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_PROD_094,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_DEV_095,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_UAT_095,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_PROD_095,CVE-2022-2992,CRITICAL,0.93593,gitlab:gitlab,11.10
Srv_DEV_095,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_095,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_095,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_095,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_UAT_095,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_PROD_095,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_DEV_096,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_UAT_096,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
